year,country,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,continent
1976,Ireland,71.99,14631.51583,3237594,1535,13518,Europe
1976,Israel,72.09,16732.8827,3427664,2274,15247,Asia
1976,Italy,73.12,21340.7658,55604287,17400,19905,Europe
1976,Jamaica,71.16,4257.66731,2055085,2722,7117,Americas
1976,Japan,74.76,22464.08621,113690108,25110,17535,Asia
1976,Jordan,65.11,2011.55419,2120069,6113,5276,Asia
1976,Kazakhstan,NA,NA,NA,NA,NA,NA
1976,Kenya,60.18,784.99812,13996704,82740,2007,Africa
1976,Kiribati,58.12,3263.01764,55977,215,5292,Oceania
1976,Kuwait,NA,NA,NA,NA,NA,NA
1976,Kyrgyzstan,NA,NA,NA,NA,NA,NA
1976,Laos,NA,NA,NA,NA,NA,NA
1976,Latvia,NA,NA,NA,NA,NA,NA
1976,Lebanon,NA,NA,NA,NA,NA,NA
1976,Lesotho,57.31,430.64174,1179723,6869,1051,Africa
1976,Liberia,50.25,1564.58796,1672300,19830,2149,Africa
1976,Libya,NA,NA,NA,NA,NA,NA
1976,Lithuania,NA,NA,NA,NA,NA,NA
1976,Luxembourg,71.46,39452.09622,356564,61,33319,Europe
1976,Macao SAR China,NA,NA,NA,NA,NA,NA
1976,Madagascar,53.38,631.81266,7773449,57960,2179,Africa
1976,Malawi,46.92,381.17248,5454705,82030,844,Africa
1976,Malaysia,67.36,2718.79948,12468893,15470,5877,Asia
1976,Maldives,NA,NA,NA,NA,NA,NA
1976,Mali,42.17,434.42812,6596773,113500,1114,Africa
1976,Malta,70.82,6440.57462,324279,128,8097,Europe
1976,Marshall Islands,NA,NA,NA,NA,NA,NA
1976,Mauritania,55.12,1213.35833,1367563,10530,2938,Africa
1976,Mauritius,63.38,2343.41252,906929,1271,4628,Africa
1976,Mexico,65.02,6330.45132,62623763,226600,10461,Americas
1976,Micronesia (Federated States of),NA,NA,NA,NA,NA,NA
1976,Moldova,NA,NA,NA,NA,NA,NA
1976,Mongolia,NA,NA,NA,NA,NA,NA
1976,Montenegro,NA,NA,NA,NA,NA,NA
1976,Morocco,58.48,1263.06424,18210754,110300,2986,Africa
1976,Mozambique,NA,NA,NA,NA,NA,NA
1976,Myanmar (Burma),53.25,180.87882,30428034,174500,828,Asia
1976,Namibia,NA,NA,NA,NA,NA,NA
1976,Nepal,50.89,287.93476,13621110,127000,1000,Asia
1976,Netherlands,74.85,28385.22768,13793110,2286,23572,Europe
1976,New Zealand,72.34,22570.20086,3108570,1081,21851,Oceania
1976,Nicaragua,65.21,2440.71873,2884155,17630,6758,Americas
1976,Niger,43.15,453.36388,5334918,92960,1048,Africa
1976,Nigeria,53.01,1983.03689,65226229,686900,4300,Africa
1976,North Macedonia,NA,NA,NA,NA,NA,NA
1976,Norway,75.04,41714.73325,4027475,678,28862,Europe
1976,Oman,58.27,11458.94732,927439,6658,23947,Asia
1976,Pakistan,58.98,491.38136,68813220,465100,1911,Asia
1976,Palestinian Territories,NA,NA,NA,NA,NA,NA
1976,Panama,72.07,3728.40789,1791453,3071,7204,Americas
1976,Papua New Guinea,55.18,1761.93492,2957339,14860,1771,Oceania
1976,Paraguay,70.87,1687.05747,2861581,6773,4313,Americas
1976,Peru,62.91,3840.45707,15639901,79150,7489,Americas
1976,Philippines,63.67,1526.6625,42461193,125900,3840,Asia
1976,Poland,NA,NA,NA,NA,NA,NA
1976,Portugal,70.08,10778.66307,9354494,7084,12643,Europe
1976,Puerto Rico,NA,NA,NA,NA,NA,NA
1976,Qatar,NA,NA,NA,NA,NA,NA
1976,Romania,NA,NA,NA,NA,NA,NA
1976,Russia,NA,NA,NA,NA,NA,NA
1976,Rwanda,47.63,349.01242,4499509,56020,746,Africa
1976,Samoa,NA,NA,NA,NA,NA,NA
1976,São Tomé & Príncipe,NA,NA,NA,NA,NA,NA
1976,Saudi Arabia,69.25,37905.11896,7818613,42580,92622,Asia
1976,Senegal,49.92,1011.97333,5064674,56730,2115,Africa
1976,Serbia,NA,NA,NA,NA,NA,NA
1976,Seychelles,68.44,5078.45063,61061,84,8981,Africa
1976,Sierra Leone,47.54,477.58876,3062956,37630,1445,Africa
1976,Singapore,70.65,9959.17845,2288888,746,15599,Asia
1976,Slovakia,NA,NA,NA,NA,NA,NA
1976,Slovenia,NA,NA,NA,NA,NA,NA
1976,Solomon Islands,NA,NA,NA,NA,NA,NA
1976,South Africa,58.96,6261.70614,26904349,112800,10724,Africa
1976,South Korea,64.93,2962.75281,35948932,19600,4474,Asia
1976,Spain,73.85,16958.83044,36373100,16300,16609,Europe
1976,Sri Lanka,65.48,780.22019,14012817,23080,2284,Asia
1976,St. Lucia,NA,NA,NA,NA,NA,NA
1976,St. Vincent & Grenadines,67.11,1833.82379,96641,255,2979,Americas
1976,Sudan,53.94,957.68202,12578407,80800,2392,Africa
1976,Suriname,65.14,7365.44687,361364,689,10557,Americas
1976,Sweden,75.18,29721.96431,8223249,1008,25400,Europe
1976,Switzerland,NA,NA,NA,NA,NA,NA
1976,Tajikistan,NA,NA,NA,NA,NA,NA
1976,Tanzania,NA,NA,NA,NA,NA,NA
1976,Thailand,65.45,1141.80115,43386841,96940,2972,Asia
1976,Timor-Leste,NA,NA,NA,NA,NA,NA
1976,Togo,54.31,584.59177,2464455,21810,1774,Africa
1976,Tonga,NA,NA,NA,NA,NA,NA
1976,Trinidad & Tobago,66.8,8089.41923,1025658,1298,12877,Americas
1976,Tunisia,62.95,1773.57929,5781796,26120,4285,Africa
1976,Turkey,60.89,5362.4973,40189511,224000,9645,Asia
1976,Turkmenistan,NA,NA,NA,NA,NA,NA
1976,Uganda,NA,NA,NA,NA,NA,NA
1976,Ukraine,NA,NA,NA,NA,NA,NA
1976,United Arab Emirates,68.86,102319.72751,646943,840,160718,Asia
1976,United Kingdom,72.7,20189.60565,56247405,12190,19410,Europe
1976,United States,72.81,26347.80928,221239215,61200,27041,Americas
1976,Uruguay,69,6280.02226,2841429,3423,8567,Americas
1976,Uzbekistan,NA,NA,NA,NA,NA,NA
1976,Vanuatu,NA,NA,NA,NA,NA,NA
1976,Venezuela,68.32,15053.44029,13739142,22810,18854,Americas
1976,Vietnam,NA,NA,NA,NA,NA,NA
1976,Yemen,NA,NA,NA,NA,NA,NA
1976,Zambia,57.92,1534.84991,5139030,36850,3549,Africa
1976,Zimbabwe,58.76,1246.04643,6308300,31440,2618,Africa
1977,Afghanistan,NA,NA,NA,NA,NA,NA
1977,Albania,NA,NA,NA,NA,NA,NA
1977,Algeria,60.57,3345.37802,17690184,145600,8977,Africa
1977,Andorra,NA,NA,NA,NA,NA,NA
1977,Angola,NA,NA,NA,NA,NA,NA
1977,Antigua & Barbuda,68.97,4429.54255,72875,60,6136,Americas
1977,Argentina,68.2,7681.01757,26878565,38240,13299,Americas
1977,Armenia,NA,NA,NA,NA,NA,NA
1977,Aruba,NA,NA,NA,NA,NA,NA
1977,Australia,73.45,28638.4431,14152065,3687,22359,Oceania
1977,Austria,71.95,25736.55121,7636576,1680,23557,Europe
1977,Azerbaijan,NA,NA,NA,NA,NA,NA
1977,Bahamas,67.35,18598.8715,197111,162,15791,Americas
1977,Bahrain,NA,NA,NA,NA,NA,NA
1977,Bangladesh,52.84,337.71329,74925896,658100,1048,Asia
1977,Barbados,71.5,11317.70634,248784,146,11192,Americas
1977,Belarus,NA,NA,NA,NA,NA,NA
1977,Belgium,72.63,25025.00988,9816696,2113,23485,Europe
1977,Belize,68.68,1802.36749,136989,389,3369,Americas
1977,Benin,50.3,557.93223,3433439,35020,1263,Africa
1977,Bhutan,NA,NA,NA,NA,NA,NA
1977,Bolivia,54.52,1744.63978,5233677,38370,4528,Americas
1977,Bosnia & Herzegovina,NA,NA,NA,NA,NA,NA
1977,Botswana,60.42,1478.52106,891926,3233,3309,Africa
1977,Brazil,64.64,7444.83947,112867867,400900,9522,Americas
1977,Brunei,69.17,54151.70302,174773,188,119605,Asia
1977,Bulgaria,NA,NA,NA,NA,NA,NA
1977,Burkina Faso,46.78,304.24223,6398935,76230,714,Africa
1977,Burundi,45.59,296.55611,3821194,42340,936,Africa
1977,Cambodia,NA,NA,NA,NA,NA,NA
1977,Cameroon,54.32,1139.00371,7890969,66870,2446,Africa
1977,Canada,74.32,29783.26792,23741589,5672,25185,Americas
1977,Cape Verde,NA,NA,NA,NA,NA,NA
1977,Central African Republic,48.82,624.96301,2110457,16240,1249,Africa
1977,Chad,51.05,592.73963,4253989,48110,1252,Africa
1977,Chile,68.18,4350.49659,10766419,12120,6554,Americas
1977,China,63.64,279.32455,951927444,1626000,909,Asia
1977,Colombia,67.86,3377.6932,25905127,55510,5416,Americas
1977,Comoros,NA,NA,NA,NA,NA,NA
1977,Congo - Brazzaville,51.76,1785.01904,1686524,8125,3402,Africa
1977,Congo - Kinshasa,52.04,944.98628,24247550,237900,1785,Africa
1977,Costa Rica,73.06,4783.02605,2207725,2100,7677,Americas
1977,Côte d’Ivoire,54.6,2256.93426,7248828,62750,4556,Africa
1977,Croatia,NA,NA,NA,NA,NA,NA
1977,Cuba,73.77,3034.88848,9634680,4705,12069,Americas
1977,Cyprus,72.17,10746.57195,665528,336,11645,Asia
1977,Czechia,NA,NA,NA,NA,NA,NA
1977,Denmark,74.44,34660.81236,5097045,738,26095,Europe
1977,Djibouti,NA,NA,NA,NA,NA,NA
1977,Dominica,71.4,2519.28396,73411,45,3768,Americas
1977,Dominican Republic,67.94,2444.36597,5411865,18340,4702,Americas
1977,Ecuador,66.29,3507.29695,7374234,28080,7504,Americas
1977,Egypt,56.23,1038.84114,41026477,290400,3689,Africa
1977,El Salvador,63.14,3058.31284,4329964,21400,5735,Americas
1977,Equatorial Guinea,NA,NA,NA,NA,NA,NA
1977,Eritrea,NA,NA,NA,NA,NA,NA
1977,Estonia,NA,NA,NA,NA,NA,NA
1977,Eswatini,56.2,1496.02209,550118,3365,5301,Africa
1977,Ethiopia,NA,NA,NA,NA,NA,NA
1977,Fiji,65.14,2764.15283,598259,967,5662,Oceania
1977,Finland,72.39,22274.20034,4746932,660,19430,Europe
1977,France,73.86,24867.50195,53516213,10720,22302,Europe
1977,Gabon,56.55,16663.769,678774,3391,20835,Africa
1977,Gambia,57.61,538.34895,551817,6548,1957,Africa
1977,Georgia,67.72,3336.48245,4927244,6419,7416,Asia
1977,Germany,72.29,23996.77291,78701801,13580,25552,Europe
1977,Ghana,57.02,899.2236,10189890,75560,2085,Africa
1977,Greece,75.44,17782.12085,9255380,3794,16502,Europe
1977,Grenada,69.47,2945.8794,90184,152,4283,Americas
1977,Guatemala,57.99,2361.92288,6765516,38810,5850,Americas
1977,Guinea,NA,NA,NA,NA,NA,NA
1977,Guinea-Bissau,45.71,501.69274,786754,9095,1649,Africa
1977,Guyana,62.39,2076.33186,762424,1996,3958,Americas
1977,Haiti,NA,NA,NA,NA,NA,NA
1977,Honduras,61.48,1549.29353,3352835,15370,3459,Americas
1977,Hong Kong SAR China,NA,NA,NA,NA,NA,NA
1977,Hungary,NA,NA,NA,NA,NA,NA
1977,Iceland,NA,NA,NA,NA,NA,NA
1977,India,52.63,390.63668,650485030,4221000,1253,Asia
1977,Indonesia,57.58,1049.95435,137322118,635100,2988,Asia
1977,Iran,66.34,9544.85786,34810723,188700,16954,Asia
1977,Iraq,63.6,2077.05308,12460914,40330,11833,Asia
1977,Ireland,72.13,15619.97905,3291170,1411,14442,Europe
1977,Israel,72.54,16531.77837,3513529,2081,14939,Asia
1977,Italy,73.47,21794.43366,55845068,15250,20263,Europe
1977,Jamaica,71.33,4096.33765,2080538,2595,6874,Americas
1977,Japan,75.21,23225.43571,114839120,22080,18145,Asia
1977,Jordan,65.58,2087.30572,2176135,5747,5412,Asia
1977,Kazakhstan,NA,NA,NA,NA,NA,NA
1977,Kenya,60.57,827.77183,14528293,82460,2112,Africa
1977,Kiribati,57.9,3066.86831,56810,227,4951,Oceania
1977,Kuwait,NA,NA,NA,NA,NA,NA
1977,Kyrgyzstan,NA,NA,NA,NA,NA,NA
1977,Laos,NA,NA,NA,NA,NA,NA
1977,Latvia,NA,NA,NA,NA,NA,NA
1977,Lebanon,NA,NA,NA,NA,NA,NA
1977,Lesotho,57.67,511.09734,1210799,6708,1206,Africa
1977,Liberia,50.6,1544.9151,1720489,19970,2110,Africa
1977,Libya,NA,NA,NA,NA,NA,NA
1977,Lithuania,NA,NA,NA,NA,NA,NA
1977,Luxembourg,71.9,40001.8771,358968,60,33844,Europe
1977,Macao SAR China,NA,NA,NA,NA,NA,NA
1977,Madagascar,53.89,628.57778,7998164,60540,2176,Africa
1977,Malawi,47.39,387.6367,5627533,80990,865,Africa
1977,Malaysia,67.51,2855.91711,12790546,14400,6220,Asia
1977,Maldives,NA,NA,NA,NA,NA,NA
1977,Mali,42.93,454.04986,6712401,112100,1177,Africa
1977,Malta,70.98,7197.15433,326079,123,8843,Europe
1977,Marshall Islands,NA,NA,NA,NA,NA,NA
1977,Mauritania,55.47,1156.83529,1407436,10530,2858,Africa
1977,Mauritius,63.97,2456.54853,922320,1135,4855,Africa
1977,Mexico,65.35,6369.9245,64345884,214200,10528,Americas
1977,Micronesia (Federated States of),NA,NA,NA,NA,NA,NA
1977,Moldova,NA,NA,NA,NA,NA,NA
1977,Mongolia,NA,NA,NA,NA,NA,NA
1977,Montenegro,NA,NA,NA,NA,NA,NA
1977,Morocco,59.14,1308.01176,18636977,107300,3073,Africa
1977,Mozambique,NA,NA,NA,NA,NA,NA
1977,Myanmar (Burma),53.79,187.23759,31144324,172500,849,Asia
1977,Namibia,NA,NA,NA,NA,NA,NA
1977,Nepal,51.27,290.12214,13926260,126600,1003,Asia
1977,Netherlands,75.16,28928.1338,13892917,2135,24159,Europe
1977,New Zealand,72.52,21614.35777,3122406,983,20720,Oceania
1977,Nicaragua,66.12,2565.23219,2973806,17020,7097,Americas
1977,Niger,43.14,474.68501,5490921,94280,1105,Africa
1977,Nigeria,53.54,2040.26382,67215805,685900,4429,Africa
1977,North Macedonia,NA,NA,NA,NA,NA,NA
1977,Norway,75.29,43267.12577,4044330,611,30050,Europe
1977,Oman,59.19,10978.14347,977808,6588,22932,Asia
1977,Pakistan,59.27,495.42293,70946231,473100,1946,Asia
1977,Palestinian Territories,NA,NA,NA,NA,NA,NA
1977,Panama,72.59,3673.96331,1837890,2960,7097,Americas
1977,Papua New Guinea,55.23,1728.52822,3039660,14290,1748,Oceania
1977,Paraguay,71.21,1833.68252,2935375,6926,4664,Americas
1977,Peru,63.42,3752.74386,16061323,79040,7292,Americas
1977,Philippines,64.24,1568.26713,43650333,128600,3948,Asia
1977,Poland,NA,NA,NA,NA,NA,NA
1977,Portugal,70.31,11262.3327,9483629,6253,13299,Europe
1977,Puerto Rico,NA,NA,NA,NA,NA,NA
1977,Qatar,NA,NA,NA,NA,NA,NA
1977,Romania,NA,NA,NA,NA,NA,NA
1977,Russia,NA,NA,NA,NA,NA,NA
1977,Rwanda,47.98,344.62831,4647615,58710,759,Africa
1977,Samoa,NA,NA,NA,NA,NA,NA
1977,São Tomé & Príncipe,NA,NA,NA,NA,NA,NA
1977,Saudi Arabia,69.84,38557.21489,8231604,41860,89621,Asia
1977,Senegal,50.48,961.12731,5189539,55580,1998,Africa
1977,Serbia,NA,NA,NA,NA,NA,NA
1977,Seychelles,68.81,4665.23288,62500,76,9455,Africa
1977,Sierra Leone,47.75,466.86109,3134800,38000,1429,Africa
1977,Singapore,70.95,10557.42266,2315015,658,16599,Asia
1977,Slovakia,NA,NA,NA,NA,NA,NA
1977,Slovenia,NA,NA,NA,NA,NA,NA
1977,Solomon Islands,NA,NA,NA,NA,NA,NA
1977,South Africa,59.13,6098.73877,27597297,107400,10463,Africa
1977,South Korea,65.58,3275.05015,36481585,16180,4811,Asia
1977,Spain,74.19,17261.657,36763529,15570,17086,Europe
1977,Sri Lanka,66.33,805.05258,14273272,22760,2398,Asia
1977,St. Lucia,67.81,3314.94412,112831,131,5271,Americas
1977,St. Vincent & Grenadines,67.57,2054.99348,97649,236,3026,Americas
1977,Sudan,54.4,984.25121,13034625,82700,2674,Africa
1977,Suriname,65.3,8115.92198,361043,660,11756,Americas
1977,Sweden,75.39,29143.83431,8250695,935,24588,Europe
1977,Switzerland,NA,NA,NA,NA,NA,NA
1977,Tajikistan,NA,NA,NA,NA,NA,NA
1977,Tanzania,NA,NA,NA,NA,NA,NA
1977,Thailand,65.75,1225.13284,44416010,91370,3199,Asia
1977,Timor-Leste,NA,NA,NA,NA,NA,NA
1977,Togo,54.67,611.84009,2518566,21670,1825,Africa
1977,Tonga,NA,NA,NA,NA,NA,NA
1977,Trinidad & Tobago,67.13,8707.58814,1039761,1253,13475,Americas
1977,Tunisia,63.6,1792.77309,5915006,24730,4326,Africa
1977,Turkey,61.99,5421.24946,41108248,217100,9359,Asia
1977,Turkmenistan,NA,NA,NA,NA,NA,NA
1977,Uganda,NA,NA,NA,NA,NA,NA
1977,Ukraine,NA,NA,NA,NA,NA,NA
1977,United Arab Emirates,69.37,107452.18038,748117,902,162844,Asia
1977,United Kingdom,72.97,20689.65702,56262020,11430,19895,Europe
1977,United States,73.16,27286.25151,223324042,58530,27990,Americas
1977,Uruguay,69.08,6336.46762,2857105,3218,8612,Americas
1977,Uzbekistan,NA,NA,NA,NA,NA,NA
1977,Vanuatu,NA,NA,NA,NA,NA,NA
1977,Venezuela,69.05,15557.33202,14127787,22810,19534,Americas
1977,Vietnam,NA,NA,NA,NA,NA,NA
1977,Yemen,NA,NA,NA,NA,NA,NA
1977,Zambia,58.03,1415.59827,5317631,38100,3312,Africa
1977,Zimbabwe,58.36,1126.00339,6501893,32370,2378,Africa
1978,Afghanistan,NA,NA,NA,NA,NA,NA
1978,Albania,NA,NA,NA,NA,NA,NA
1978,Algeria,61.17,3548.90007,18212326,139100,9829,Africa
1978,Andorra,NA,NA,NA,NA,NA,NA
1978,Angola,NA,NA,NA,NA,NA,NA
1978,Antigua & Barbuda,69.35,4595.40356,73324,56,6440,Americas
1978,Argentina,68.84,7227.56412,27277741,36570,12714,Americas
1978,Armenia,NA,NA,NA,NA,NA,NA
1978,Aruba,NA,NA,NA,NA,NA,NA
1978,Australia,73.87,28561.19162,14309298,3221,22748,Oceania
1978,Austria,72.14,25703.13738,7627759,1557,23497,Europe
1978,Azerbaijan,NA,NA,NA,NA,NA,NA
1978,Bahamas,67.56,20772.205,201513,152,17661,Americas
1978,Bahrain,NA,NA,NA,NA,NA,NA
1978,Bangladesh,53.13,351.70771,77033846,672500,1092,Asia
1978,Barbados,71.89,11813.01514,250032,128,11726,Americas
1978,Belarus,NA,NA,NA,NA,NA,NA
1978,Belgium,72.8,25712.19412,9836814,1965,24139,Europe
1978,Belize,68.87,1917.47095,138965,368,3538,Americas
1978,Benin,50.66,550.4265,3523938,35150,1269,Africa
1978,Bhutan,NA,NA,NA,NA,NA,NA
1978,Bolivia,55.02,1741.63539,5350322,37910,4568,Americas
1978,Bosnia & Herzegovina,NA,NA,NA,NA,NA,NA
1978,Botswana,60.82,1625.44945,927585,3185,3749,Africa
1978,Brazil,65.11,7505.24448,115577669,393900,9770,Americas
1978,Brunei,69.23,55752.53855,181257,166,123286,Asia
1978,Bulgaria,NA,NA,NA,NA,NA,NA
1978,Burkina Faso,47.27,311.83418,6530819,75310,778,Africa
1978,Burundi,45.77,286.81818,3913768,42970,905,Africa
1978,Cambodia,NA,NA,NA,NA,NA,NA
1978,Cameroon,54.79,1350.003,8122529,68250,2506,Africa
1978,Canada,74.63,30651.63255,24014082,5265,25947,Americas
1978,Cape Verde,NA,NA,NA,NA,NA,NA
1978,Central African Republic,49.05,617.36962,2162249,16310,1236,Africa
1978,Chad,51.31,578.8449,4335645,48800,1216,Africa
1978,Chile,68.79,4615.07742,10930783,10390,6991,Americas
1978,China,63.88,307.76619,966039822,1430000,1021,Asia
1978,Colombia,68.06,3581.03008,26502166,54640,5814,Americas
1978,Comoros,NA,NA,NA,NA,NA,NA
1978,Congo - Brazzaville,52.08,1844.32811,1736099,8143,3506,Africa
1978,Congo - Kinshasa,52.2,869.12856,24954655,240200,1640,Africa
1978,Costa Rica,73.62,4951.75934,2266154,1892,7851,Americas
1978,Côte d’Ivoire,55.17,2391.92388,7585914,62670,4828,Africa
1978,Croatia,NA,NA,NA,NA,NA,NA
1978,Cuba,73.88,3209.5153,9711392,3663,12694,Americas
1978,Cyprus,72.59,11539.49139,673251,330,12497,Asia
1978,Czechia,NA,NA,NA,NA,NA,NA
1978,Denmark,74.44,35322.58788,5109690,679,26456,Europe
1978,Djibouti,NA,NA,NA,NA,NA,NA
1978,Dominica,72.15,2784.34826,74242,44,4141,Americas
1978,Dominican Republic,68.43,2437.39864,5543517,17770,4704,Americas
1978,Ecuador,66.78,3610.6403100000002,7571959,27080,7785,Americas
1978,Egypt,57.1,1073.29316,42004655,286800,3892,Africa
1978,El Salvador,63.7,3157.25978,4417516,20600,5948,Americas
1978,Equatorial Guinea,NA,NA,NA,NA,NA,NA
1978,Eritrea,NA,NA,NA,NA,NA,NA
1978,Estonia,NA,NA,NA,NA,NA,NA
1978,Eswatini,56.74,1469.29359,567559,3307,5289,Africa
1978,Ethiopia,NA,NA,NA,NA,NA,NA
1978,Fiji,65.1,2764.43393,609345,957,5669,Oceania
1978,Finland,72.86,22858.81489,4758252,653,19782,Europe
1978,France,74.13,25770.57565,53696453,9660,22962,Europe
1978,Gabon,56.93,12365.55034,694732,3079,22799,Africa
1978,Gambia,57.97,556.21193,567831,6640,1799,Africa
1978,Georgia,68.16,3563.48866,4955501,5987,7931,Asia
1978,Germany,72.48,24740.23653,78589311,13730,26312,Europe
1978,Ghana,57.28,959.93429,10354499,74120,2226,Africa
1978,Greece,76.41,18825.09062,9392113,3845,17425,Europe
1978,Grenada,69.95,3141.9374,89073,140,4689,Americas
1978,Guatemala,58.64,2419.71545,6933906,38360,6009,Americas
1978,Guinea,NA,NA,NA,NA,NA,NA
1978,Guinea-Bissau,46.12,566.292,788495,9272,1831,Africa
1978,Guyana,60.18,2018.44176,770125,1956,3857,Americas
1978,Haiti,NA,NA,NA,NA,NA,NA
1978,Honduras,62.15,1652.42985,3458104,15200,3669,Americas
1978,Hong Kong SAR China,NA,NA,NA,NA,NA,NA
1978,Hungary,NA,NA,NA,NA,NA,NA
1978,Iceland,NA,NA,NA,NA,NA,NA
1978,India,53.29,403.63354,665502284,4143000,1292,Asia
1978,Indonesia,58.11,1094.35831,140665856,621200,3069,Asia
1978,Iran,64.9,7938.61912,35972652,184400,14634,Asia
1978,Iraq,64.08,2356.04931,12859094,40070,13509,Asia
1978,Ireland,72.15,16506.67743,3343147,1259,15296,Europe
1978,Israel,72.91,17085.99751,3594488,1901,15343,Asia
1978,Italy,73.74,22420.57388,56057025,13290,21107,Europe
1978,Jamaica,71.61,4045.28428,2105664,2490,6833,Americas
1978,Japan,75.59,24229.62294,115890284,18850,18952,Asia
1978,Jordan,65.92,2459.65061,2234594,5380,6310,Asia
1978,Kazakhstan,NA,NA,NA,NA,NA,NA
1978,Kenya,60.98,852.44453,15082994,82030,2217,Africa
1978,Kiribati,58.73,3053.56917,57662,240,4902,Oceania
1978,Kuwait,NA,NA,NA,NA,NA,NA
1978,Kyrgyzstan,NA,NA,NA,NA,NA,NA
1978,Laos,NA,NA,NA,NA,NA,NA
1978,Latvia,NA,NA,NA,NA,NA,NA
1978,Lebanon,NA,NA,NA,NA,NA,NA
1978,Lesotho,58.15,588.88198,1243352,6532,1406,Africa
1978,Liberia,50.93,1572.9093,1771256,20160,2170,Africa
1978,Libya,NA,NA,NA,NA,NA,NA
1978,Lithuania,NA,NA,NA,NA,NA,NA
1978,Luxembourg,72.16,41557.3053,361073,59,35112,Europe
1978,Macao SAR China,NA,NA,NA,NA,NA,NA
1978,Madagascar,54.27,594.59503,8230218,62980,2066,Africa
1978,Malawi,48.05,412.27568,5806845,79860,921,Africa
1978,Malaysia,68.13,2968.76608,13123069,13330,6622,Asia
1978,Maldives,NA,NA,NA,NA,NA,NA
1978,Mali,43.59,439.61817,6831295,110400,1133,Africa
1978,Malta,71.01,7917.59386,328201,117,9551,Europe
1978,Marshall Islands,NA,NA,NA,NA,NA,NA
1978,Mauritania,55.76,1118.43301,1448414,10470,2803,Africa
1978,Mauritius,64.69,2517.53795,937821,1037,4959,Africa
1978,Mexico,66.18,6762.48424,66039488,199300,11196,Americas
1978,Micronesia (Federated States of),NA,NA,NA,NA,NA,NA
1978,Moldova,NA,NA,NA,NA,NA,NA
1978,Mongolia,NA,NA,NA,NA,NA,NA
1978,Montenegro,NA,NA,NA,NA,NA,NA
1978,Morocco,59.74,1304.97864,19081718,104100,3103,Africa
1978,Mozambique,NA,NA,NA,NA,NA,NA
1978,Myanmar (Burma),54.27,194.8865,31872230,171000,878,Asia
1978,Namibia,NA,NA,NA,NA,NA,NA
1978,Nepal,51.64,296.20132,14241403,125900,1020,Asia
1978,Netherlands,75.3,29525.88536,13984060,2010,24755,Europe
1978,New Zealand,72.83,21676.15931,3128956,885,20807,Oceania
1978,Nicaragua,64.88,2293.71987,3065117,16350,6396,Americas
1978,Niger,43.19,523.25373,5652355,95040,1225,Africa
1978,Nigeria,53.97,1865.00944,69293550,685600,4053,Africa
1978,North Macedonia,NA,NA,NA,NA,NA,NA
1978,Norway,75.45,44770.02104,4059183,556,31065,Europe
1978,Oman,60.48,10009.71515,1032800,6507,21400,Asia
1978,Pakistan,59.68,518.85173,73194937,483000,2055,Asia
1978,Palestinian Territories,NA,NA,NA,NA,NA,NA
1978,Panama,73.03,3933.94219,1884515,2861,7661,Americas
1978,Papua New Guinea,55.29,1825.05518,3125034,13630,1857,Oceania
1978,Paraguay,71.56,2001.44041,3012829,7124,5057,Americas
1978,Peru,63.71,3558.36473,16491083,79240,7104,Americas
1978,Philippines,64.42,1604.67899,44866273,131300,4041,Asia
1978,Poland,NA,NA,NA,NA,NA,NA
1978,Portugal,70.79,11455.21025,9605593,5488,13627,Europe
1978,Puerto Rico,NA,NA,NA,NA,NA,NA
1978,Qatar,NA,NA,NA,NA,NA,NA
1978,Romania,NA,NA,NA,NA,NA,NA
1978,Russia,NA,NA,NA,NA,NA,NA
1978,Rwanda,48.38,363.94022,4803725,59710,806,Africa
1978,Samoa,NA,NA,NA,NA,NA,NA
1978,São Tomé & Príncipe,NA,NA,NA,NA,NA,NA
1978,Saudi Arabia,70.24,34657.43084,8679840,41310,82438,Asia
1978,Senegal,51.06,901.28962,5315265,54260,1862,Africa
1978,Serbia,NA,NA,NA,NA,NA,NA
1978,Seychelles,69.37,5618.90592,63878,69,9956,Africa
1978,Sierra Leone,47.93,467.0023,3209263,38330,1397,Africa
1978,Singapore,71.19,11338.26276,2341429,595,17809,Asia
1978,Slovakia,NA,NA,NA,NA,NA,NA
1978,Slovenia,NA,NA,NA,NA,NA,NA
1978,Solomon Islands,NA,NA,NA,NA,NA,NA
1978,South Africa,59.33,6126.98899,28298150,101700,10532,Africa
1978,South Korea,66.37,3573.22145,36997800,13430,5205,Asia
1978,Spain,74.53,17346.36484,37137704,14240,17479,Europe
1978,Sri Lanka,67.35,835.3463,14533376,22410,2506,Asia
1978,St. Lucia,68.23,3601.26605,114546,123,5600,Americas
1978,St. Vincent & Grenadines,68.1,2233.40554,98633,215,3346,Americas
1978,Sudan,54.54,895.4876,13510421,84640,2547,Africa
1978,Suriname,65.52,8723.82408,361457,636,12489,Americas
1978,Sweden,75.54,29568.09094,8277414,867,24806,Europe
1978,Switzerland,NA,NA,NA,NA,NA,NA
1978,Tajikistan,NA,NA,NA,NA,NA,NA
1978,Tanzania,NA,NA,NA,NA,NA,NA
1978,Thailand,66.07,1321.30022,45423436,86480,3447,Asia
1978,Timor-Leste,NA,NA,NA,NA,NA,NA
